benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,experimental_setup,design_name,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,dsps,log_file
trmm,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_trmm,65,0.017066660666680278,100.17095837552512,63,213,19,1234,6066,241,6307,39,0,trmm_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
trmm,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_trmm,107,0.017066660666680278,100.17095837552512,105,311,54,1619,6405,376,6781,52,0,trmm_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
trmm,SMALL,10,LSS,1.0,O0,none,kernel_trmm,30,0.03639999699999841,100.3653297702541,33,149,1,708,5801,138,5939,21,0,trmm_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
trmm,SMALL,10,LSS,1.0,O2,none,kernel_trmm,55,0.03639999699999841,100.3653297702541,61,213,22,1266,6334,275,6609,40,0,trmm_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
trmm,SMALL,10,LSS,1.0,O3,none,kernel_trmm,91,0.03639999699999841,100.3653297702541,105,311,33,1651,6673,411,7084,53,0,trmm_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
trmm,SMALL,10,LSS,1.75,O0,none,kernel_trmm,34,0.017066660666680278,100.17095837552512,37,149,1,708,5801,138,5939,21,0,trmm_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
trmm,SMALL,10,LSS,1.75,O2,none,kernel_trmm,63,0.017066660666680278,100.17095837552512,69,213,22,1266,6334,275,6609,40,0,trmm_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
trmm,SMALL,10,LSS,1.75,O3,none,kernel_trmm,109,0.017066660666680278,100.17095837552512,123,311,33,1651,6673,411,7084,53,0,trmm_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
trmm,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,24,149,0,644,5533,136,5669,19,0,trmm_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
trmm,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_trmm,45,0.049472642666623656,66.887272676003,43,213,2,1170,6066,241,6307,37,0,trmm_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
trmm,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_trmm,67,0.049472642666623656,66.887272676003,65,309,2,1523,6337,376,6713,49,0,trmm_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
trmm,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,24,149,0,644,5533,136,5669,19,0,trmm_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
trmm,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_trmm,45,0.049472642666623656,66.887272676003,43,213,2,1170,6066,241,6307,37,0,trmm_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
trmm,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_trmm,67,0.049472642666623656,66.887272676003,65,309,2,1523,6337,376,6713,49,0,trmm_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
trmm,SMALL,15,LSS,1.0,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,28,149,0,708,5801,138,5939,21,0,trmm_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
trmm,SMALL,15,LSS,1.0,O2,none,kernel_trmm,44,0.0494726426666805,66.88727267600325,50,213,0,1266,6334,275,6609,40,0,trmm_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
trmm,SMALL,15,LSS,1.0,O3,none,kernel_trmm,70,0.049472642666623656,66.887272676003,84,309,0,1619,6605,411,7016,52,0,trmm_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
trmm,SMALL,15,LSS,1.75,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,28,149,0,708,5801,138,5939,21,0,trmm_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
trmm,SMALL,15,LSS,1.75,O2,none,kernel_trmm,44,0.0494726426666805,66.88727267600325,50,213,0,1266,6334,275,6609,40,0,trmm_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
trmm,SMALL,15,LSS,1.75,O3,none,kernel_trmm,70,0.049472642666623656,66.887272676003,84,309,0,1619,6605,411,7016,52,0,trmm_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
